"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"D. Owusu-Sekyere","China 1.","Zhejiang Professional","RWF, RW, RAMF","26","0","","27","1711","3","2.97","7","4.35","Netherlands","right","184","4.1","4.89","49.46","1.53","17.24","0.05","2.15","6.21","0.16","0.16","0","2.1","45","7.5","2.84","29.63","6.79","64.34","17.2","41.28","3.42","2.89","0.16","21.04","75.5","2.58","71.43","1.16","59.09","0.23","0.11","0.74","1.21","73.91","2.63","44","0.74","2.42","84.78"
"Zhong Yihao","China 1.","Henan","RAMF, RW, CF","29","175000","2026-12-31","26","1706","5","3.34","0","1.82","China PR","right","178","7.23","6.33","61.67","1.69","40.63","0.11","4.89","2.16","0.26","0.18","0","1.58","26.67","16.667","2.8","32.08","1.9","41.67","7.6","38.89","3.17","1","0.16","27.33","76.64","7.28","68.84","1.64","64.52","0.1","0.16","0.32","1.48","75","2.53","52.08","0.9","4.06","70.13"
"Liu Zhurun","China 1.","Dalian Young Boy","LW","24","125000","2027-12-31","24","1696","5","3.39","2","1.25","China PR","right","183","8.07","6.21","65.81","2.6","44.9","0.05","4.68","3.87","0.27","0.18","0","1.49","50","17.857","1.96","18.92","4.19","59.49","10.51","40.91","4.03","2.33","0.27","24.46","72.02","6.31","57.98","0.96","27.78","0.07","0.27","0.37","2.18","51.22","2.18","36.59","0.96","3.71","74.29"
"Liu Yun","China 1.","Meizhou Hakka","RW, RAMF","30","100000","2025-12-31","28","1686","3","2.42","2","1.01","China PR","left","175","6.09","4.86","57.14","2.62","26.53","0.05","4.34","1.55","0.11","0.13","0","1.28","25","12.5","1.44","33.33","1.81","41.18","6.19","32.76","1.49","1.17","0.21","26.69","75","9.29","69.54","2.4","48.89","0.05","0","0.27","3.15","67.8","2.51","48.94","0.69","5.66","68.87"
"Wei Zhen","China 1.","Shanghai Port","LCB, RCB","28","225000","2027-12-31","20","1674","0","0.98","0","0.04","China PR","right","188","9.52","6.99","66.92","4.46","61.45","0.48","6.28","0.27","0","0.05","0","0.22","75","0","0.11","0","0.16","66.67","0.7","76.92","0.38","0.86","0","48.39","87.33","23.01","79.21","6.45","47.5","0","0","0","6.77","63.49","0.54","10","0.11","8.55","78.62"
"Ye Chugui","China 1.","Yunnan Yukun","RW, LW, RCMF","31","250000","2026-12-31","27","1671","3","2.3","0","1.88","China PR","right","178","7.49","6.62","59.35","1.94","30.56","0.05","4.42","2.37","0.16","0.12","0","1.24","47.83","13.043","2.05","39.47","1.4","65.38","4.85","43.33","1.67","0.92","0.22","24.94","73.43","9.05","62.5","2.59","47.92","0.1","0.22","0.48","3.72","72.46","2.37","50","0.7","5.71","69.81"
"Huang Zihao","China 1.","Dalian Young Boy","GK","24","75000","2026-12-31","16","1668","0","0","0","0","China PR","right","190","1.62","0.16","100","0.59","100","0","1.87","0","0","0","0","0","0","0","0","0","0","0","0.16","100","0","0","0","14.68","79.78","9.55","72.32","6.37","55.08","0","0","0","1.46","37.04","0.27","0","0","4.37","67.9"
"Jin Pengxiang","China 1.","Dalian Young Boy","RCB, LCB","35","25000","2025-12-31","20","1661","0","0.53","0","0.05","China PR","right","188","8.07","5.58","73.79","2.93","53.7","0.54","4.79","0.11","0","0.03","0","0.16","0","0","0.05","0","0.05","100","1.41","50","0.27","0.38","0","28.28","86.21","14.47","77.15","4.66","51.16","0","0.05","0","3.52","55.38","0.54","40","0.22","5.31","76.53"
"Tiago","China 1."," Shenzhen Peng City","CF, LW","33","700000","2025-12-31","28","1653","3","5.25","0","0.49","Brazil","right","185","3.48","3.54","46.15","5.5","32.67","0.05","2.49","1.85","0.16","0.29","0","2.45","28.89","6.667","0.38","14.29","2.18","47.5","8.82","29.63","3.21","1.31","0.11","20.2","78.17","3.92","59.72","1.09","45","0.03","0.16","0.05","2.29","64.29","0.87","62.5","0.44","1.85","76.47"
"Shao Puliang","China 1.","Wuhan Three Towns","GK","36","100000","2025-12-31","16","1647","0","0","0","0","China PR","right","187","1.58","0.22","25","0.16","66.67","0","1.98","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0","0","0","13.88","79.13","8.52","68.59","6.61","59.5","0","0","0","0.82","46.67","0.05","0","0","4.97","64.84"
"Yang Zihao","China 1.","Tianjin Tigers","LB, LWB","24","125000","2025-12-31","26","1636","0","0.29","1","0.63","China PR","left","180","7.26","8.42","52.94","2.97","53.7","0.28","3.7","1.05","0","0.02","0","0.33","0","0","1.71","45.16","0.77","28.57","3.41","35.48","0.33","0.55","0.06","29.54","75.79","11.88","67.59","4.51","36.59","0.03","0.06","0.17","3.8","59.42","2.31","50","0.5","6.44","62.39"
"Zhang Chenliang","China 1.","Yunnan Yukun","RB, RCB","27","125000","2027-12-31","23","1635","0","1.24","0","0.67","China PR","right","183","10.73","7.16","69.23","4.51","56.1","0.44","7.19","0.5","0","0.07","0","0.44","25","0","0.77","28.57","0.39","42.86","1.82","30.3","0.88","0.28","0","22.84","73.01","12.28","63.68","5.17","48.94","0.04","0","0.11","4.13","56","0.99","44.44","0.39","6.17","64.29"
"Mu Pengfei","China 1.","Qingdao Hainiu","GK","36","75000","2026-12-31","17","1619","0","0","0","0","China PR","right","193","1.28","0.11","50","0.17","100","0","1.62","0","0","0","0","0","0","0","0","0","0","0","0.11","50","0","0","0","9.62","76.88","8.39","74.83","7.28","72.52","0","0","0","0.61","54.55","0","0","0","5.89","75.47"
"Jin Yonghao","China 1.","Qingdao Hainiu","RB, RW, LB","22","0","2026-12-31","29","1607","1","1.11","0","1.57","China PR","","0","9.13","9.18","55.49","2.3","36.59","0.17","4.51","3.19","0.06","0.06","0.06","1.18","38.1","4.762","2.24","37.5","3.08","60","9.86","37.5","1.46","1.4","0.11","33.55","78.3","9.86","61.36","3.42","52.46","0.09","0.11","0.5","2.63","65.96","2.41","46.51","0.5","6.1","66.06"
"Yeljan Shinar","China 1.","Henan","RB","26","175000","2026-12-31","22","1603","0","0.03","0","0.88","China PR","right","178","8.87","8.31","55.41","2.02","63.89","0.28","5.8","2.75","0","0","0","0.17","0","0","2.75","36.73","2.19","79.49","3.99","61.97","0.67","1.18","0.17","30.99","78.44","12.35","68.64","4.49","56.25","0.05","0","0.45","4.15","71.62","2.25","55","0.45","6.74","75"
"Tong Lei","China 1.","Zhejiang Professional","RWB, RB","27","200000","2027-12-31","26","1592","2","0.53","2","1.78","China PR","right","178","8.14","5.94","60.95","1.24","36.36","0.11","4.73","2.37","0.11","0.03","0","0.34","50","33.333","3.05","37.04","1.75","61.29","4.35","42.86","0.62","2.2","0.45","36.18","72.81","13.91","63.41","5.94","50.48","0.1","0","0.51","5.71","67.33","3.34","38.98","0.4","10.12","67.6"
"Lu Peng","China 1.","Dalian Young Boy","LCB, RCMF","36","25000","2025-12-31","27","1583","0","0.52","0","0.16","China PR","right","182","6.99","4.26","69.33","1.48","50","0.34","4.13","0.23","0","0.03","0","0.11","50","0","0.11","0","0.23","75","2.1","54.05","0.57","0.57","0.06","32.86","83.04","12.56","69.23","3.01","41.51","0.01","0.11","0","4.61","64.2","0.8","21.43","0.4","4.26","66.67"
"Zhang Yudong","China 1."," Shenzhen Peng City","LCMF, RCMF","33","100000","2025-12-31","25","1574","2","0.95","0","0.27","China PR","right","175","7.72","5.78","60.4","1.43","40","0.17","4.4","1.09","0.11","0.05","0","0.34","50","33.333","1.03","16.67","1.03","72.22","5.26","47.83","0.86","0.8","0","33.05","84.78","9.72","70.59","2.74","54.17","0.02","0.06","0.06","3.6","69.84","1.2","28.57","0.4","4.46","67.95"
"Wen Jiabao","China 1.","Dalian Young Boy","LB","26","125000","2026-12-31","23","1557","0","0.17","0","0.47","China PR","left","177","8.84","7.86","62.5","1.97","29.41","0.17","4.09","1.45","0","0.01","0","0.52","0","0","1.97","41.18","1.16","50","2.37","53.66","0.64","0.64","0.12","34.8","75.25","17.51","68.32","7.17","50","0.03","0.06","0.23","6.71","63.79","2.31","55","0.46","9.54","70.3"
"A. Mitriță","China 1.","Zhejiang Professional","LW, AMF, LWF","30","3500000","2026-12-31","16","1554","8","3.26","5","3.69","Romania","right","167","1.91","1.62","64.29","0.69","33.33","0.12","1.14","5.79","0.46","0.19","0","2.37","36.59","19.512","1.91","33.33","7.36","54.33","15","43.24","2.72","5.39","0.58","30.69","77.92","8.22","70.42","2.61","57.78","0.21","0.58","0.87","4.86","59.52","4.58","59.49","2.43","5.04","89.66"
"F. Andrijašević","China 1.","Zhejiang Professional","CF, AMF","34","700000","2025-12-31","24","1553","10","7.12","4","1.88","Croatia","right","188","3.54","2.67","52.17","3.36","44.83","0.06","2.77","1.62","0.52","0.41","0.23","2.09","55.56","27.778","0.52","33.33","0.35","33.33","3.48","45","3.25","2.2","0.29","23.82","85.64","5.8","74","1.22","71.43","0.11","0.23","0.35","3.65","77.78","0.64","54.55","0.64","2.38","82.93"
"Xuan Zhijian","China 1.","Changchun Yatai","LB, RW","20","0","2029-12-31","21","1545","0","0.21","1","2.14","China PR","","0","8.33","7.17","54.47","2.16","32.43","0.06","4.68","2.62","0","0.01","0","0.52","0","0","2.85","36.73","2.97","52.94","6.23","38.32","0.99","1.4","0.29","23.53","74.26","7.86","64.44","2.8","50","0.12","0","0.64","2.85","65.31","2.62","48.89","0.7","5.3","65.93"
"Zheng Zheng","China 1.","Shandong Taishan","LCB","36","50000","2026-12-31","20","1536","0","0.06","0","0.35","China PR","left","185","7.62","6.09","57.69","2.93","66","0.47","5.53","0.23","0","0","0","0.47","12.5","0","0.29","20","0.06","100","1","35.29","0.12","0.64","0","44.65","89.63","18.57","83.28","6.62","66.37","0.02","0.06","0","6.86","78.63","0.76","53.85","0.41","8.67","77.03"
"Bai Yang","China 1.","Beijing Guoan","LCB, RCB","27","150000","2026-12-31","18","1529","0","0.47","1","0.15","China PR","left","192","8.71","4.71","71.25","3.83","56.92","0.71","9.57","0.24","0","0.03","0","0.24","0","0","0.41","28.57","0.12","100","0.82","42.86","0.65","0.71","0","60.33","88.88","24.25","80.1","6.42","51.38","0.01","0","0.06","5.95","78.22","0.41","42.86","0.06","11.01","71.66"
"Li Shenyuan","China 1.","Changchun Yatai","RB, RWB","28","150000","2026-12-31","20","1507","0","0.45","0","0.2","China PR","right","180","7.47","6.09","65.69","1.19","35","0","4.1","1.91","0","0.03","0","0.36","0","0","1.91","40.63","1.79","63.33","5.97","45","1.37","1.13","0.42","24.07","72.7","10.21","62.57","2.99","40","0.01","0","0.12","2.45","51.22","1.79","43.33","0.3","4.6","67.53"
"Liu Ruofan","China 1.","Shanghai Port","RAMF, RW","26","225000","2026-12-31","25","1507","5","4.9","4","3.65","China PR","both","186","4.66","3.88","66.15","3.17","54.72","0.12","3.27","4.12","0.3","0.29","0.06","2.57","39.53","11.628","2.93","36.73","3.46","51.72","8.36","43.57","3.4","1.97","0.3","22.99","70.91","6.15","66.02","1.07","55.56","0.22","0.36","0.84","2.21","67.57","3.58","51.67","1.25","4.54","75"
"Han Rongze","China 1.","Qingdao Hainiu","GK","32","100000","2025-12-31","14","1475","0","0","0","0","China PR","left","190","1.65","0.18","66.67","0.12","50","0.06","2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.76","81.88","7.63","77.6","4.88","65","0","0","0","0.92","46.67","0","0","0","3.6","83.05"
"Zhang Yuning","China 1.","Beijing Guoan","CF","28","650000","2028-12-31","27","1467","6","7.85","3","2.52","China PR","right","185","3.5","3.44","53.57","4.91","30","0.06","2.89","2.52","0.37","0.48","0","3.31","40.74","11.111","0.49","12.5","2.27","37.84","12.27","28.5","4.6","1.41","0.31","22.52","73.57","5.4","62.5","0.67","27.27","0.15","0.49","0.49","2.58","73.81","1.96","56.25","1.72","2.27","70.27"
"A. Ademi","China 1.","Tianjin Tigers","LW, LWF, RW","26","750000","2025-12-31","20","1464","4","5","2","1.36","Albania","right","173","3.5","3.63","54.24","1.72","21.43","0","2.17","6.58","0.18","0.31","0","2.21","55.56","11.111","2.77","33.33","7.38","58.33","15.49","42.46","3.07","2.95","0.74","21.02","76.02","4.24","69.57","0.61","60","0.08","0.31","0.55","1.23","70","2.89","48.94","0.92","3.26","77.36"
"Lin Chuangyi","China 1.","Qingdao Hainiu","RCMF, LCMF, RW","32","100000","2026-12-31","25","1453","2","1.34","1","2.27","China PR","right","178","6.19","5.08","65.85","1.98","40.63","0","3.13","1.73","0.12","0.08","0","1.49","33.33","8.333","1.11","11.11","1.73","57.14","5.08","48.78","0.93","0.87","0","34.93","81.38","11.4","70.11","3.22","51.92","0.14","0.19","0.19","4.65","65.33","1.92","41.94","1.05","4.71","69.74"
"Liu Yixin","China 1.","Henan","LB, RB","24","0","2026-12-31","21","1427","0","0.17","1","1.74","China PR","","0","8.64","6.81","55.56","2.9","50","0.19","7.45","2.21","0","0.01","0","0.19","66.67","0","2.46","28.21","2.08","60.61","4.1","44.62","0.57","2.27","0.32","36.2","77.7","12.74","66.34","3.41","48.15","0.11","0.13","0.38","4.48","73.24","3.09","53.06","0.95","8.51","68.89"
"He Chao","China 1.","Henan","LDMF, RCMF, DMF","30","175000","2026-12-31","25","1417","1","0.17","1","0.47","China PR","right","178","8.89","7.37","56.9","1.84","37.93","0.25","7.06","0.76","0.06","0.01","0","0.44","14.29","14.286","0.7","45.45","0.51","75","2.16","52.94","0.25","0.13","0.06","37.03","86.79","10.04","67.72","5.4","63.53","0.03","0","0.19","7.11","72.32","1.14","61.11","0.32","4.89","77.92"
"Sui Weijie","China 1.","Dalian Young Boy","GK","42","25000","2025-12-31","14","1411","0","0","0","0","China PR","right","188","1.53","0.06","0","1.21","84.21","0","1.99","0","0","0","0","0","0","0","0","0","0","0","0.13","100","0","0","0","13.71","81.4","11.23","80.68","8.74","72.99","0","0","0","1.59","64","0","0","0","7.21","82.3"
"E. Ómarsson","China 1.","Meizhou Hakka","CF","30","500000","2026-07-09","14","1402","4","5.79","1","0.59","Iceland","right","180","1.8","1.54","50","3.02","34.04","0","1.32","1.99","0.26","0.37","0","1.86","41.38","13.793","0.64","0","1.99","54.84","6.36","34.34","2.38","0.58","0","10.14","68.35","2.57","70","0.58","55.56","0.04","0.19","0.51","1.67","57.69","0.77","50","0.58","1.54","75"
"Wang Qiao","China 1."," Shenzhen Peng City","LCB, RB","30","75000","2025-12-31","15","1393","0","0.14","0","0.1","China PR","right","170","6.46","4.91","53.95","1.62","44","0.58","4.54","0.84","0","0.01","0","0.19","0","0","1.03","31.25","0.71","72.73","1.81","50","0.32","0.65","0","35.28","86.08","12.92","76","4.07","52.38","0.01","0","0.13","3.55","63.64","1.16","22.22","0.19","5.81","66.67"
"Zheng Haoqian","China 1.","Wuhan Three Towns","CF, RW, LW","27","125000","2027-12-31","27","1376","2","3.22","1","0.94","China PR","","0","6.21","5.23","51.25","5.23","33.75","0.07","3.96","1.77","0.13","0.21","0","1.18","50","11.111","0.72","45.45","1.37","61.9","5.49","40.48","2.42","0.85","0.07","18.31","76.07","3.66","64.29","0.59","44.44","0.06","0","0.33","1.18","44.44","0.92","42.86","0.39","2.22","61.76"
"Liu Jiashen","China 1.","Qingdao Hainiu","CB, RCB","34","75000","2025-12-31","16","1348","0","1.37","0","0","China PR","right","190","10.08","7.28","57.8","5.27","62.03","0.67","7.12","0.47","0","0.09","0","0.67","20","0","0.13","50","0.27","100","0.93","78.57","0.73","0.33","0","29.31","81.32","11.48","68.02","4.34","50.77","0","0.07","0","3.61","59.26","0.27","25","0.07","5.27","55.7"
"Zhao Yingjie","China 1.","Changchun Yatai","LCMF, RCMF","33","100000","2025-12-31","22","1329","0","0.33","1","0.77","China PR","right","179","7.86","5.49","53.09","2.98","40.91","0.41","5.95","0.95","0","0.02","0","0.41","33.33","0","1.15","52.94","0.34","60","2.57","39.47","0.27","0.2","0","31.22","80.69","11.04","63.19","5.62","51.81","0.05","0.07","0.07","6.16","61.54","2.78","43.9","0.68","4.81","73.24"
"Tsui Wang Kit","China 1.","Yunnan Yukun","LB, LWB","28","250000","2025-12-31","13","1301","3","1.1","1","1.42","Hong Kong","right","177","10.86","6.71","65.98","2.91","45.24","0.48","7.01","1.31","0.21","0.08","0.07","0.55","50","37.5","0.55","62.5","1.31","52.63","3.67","43.4","0.62","0.55","0.07","22.14","76.88","10.93","68.35","2.97","58.14","0.1","0.07","0.14","3.04","75","1.04","66.67","0.28","5.88","62.35"
"Wesley","China 1."," Shenzhen Peng City","CF","28","0","2027-12-31","13","1289","10","5.56","1","0.36","Brazil","right","191","2.79","1.96","75","7.96","50.88","0.14","1.8","2.09","0.63","0.39","0","2.02","58.62","34.483","0.63","0","1.05","80","9.15","43.51","2.72","0.28","0.07","16.76","69.17","4.19","55","0.63","22.22","0.02","0.14","0.14","1.89","51.85","1.47","38.1","0.7","1.89","74.07"
"Yi Teng","China 1.","Yunnan Yukun","RCB, LCB, CB","35","50000","2025-12-31","17","1284","0","0.17","0","0","China PR","right","190","9.53","4.91","78.57","3.64","53.85","0.56","7.17","0.07","0","0.01","0","0.14","0","0","0.07","0","0.14","50","1.12","37.5","0.42","0.35","0","28.95","78.93","13.53","66.84","4.91","57.14","0","0","0","3.36","58.33","0.35","60","0.21","6.66","55.79"
"Saulo Mineiro","China 1.","Shanghai Shenhua","CF","28","350000","2026-12-31","14","1267","8","6.87","5","4.02","Brazil","right","184","2.49","1.78","60","4.12","36.21","0","2.24","4.55","0.57","0.49","0.28","3.41","37.5","16.667","1.7","25","4.19","67.8","9.45","45.11","6.11","2.98","0.28","11.51","67.28","1.99","64.29","0.5","42.86","0.29","0","0.43","0.43","83.33","0.78","18.18","0.71","0.57","75"
"D. Lamkel Zé","China 1.","Qingdao Hainiu","CF","29","1000000","2025-12-31","12","1256","7","10.04","2","1.82","Cameroon","right","192","1.58","1.29","61.11","9.96","38.85","0","1.22","4.08","0.5","0.72","0","3.15","43.18","15.909","2.15","26.67","3.65","56.86","12.61","34.66","5.23","2.01","0.36","23.93","74.25","4.44","51.61","1.22","64.71","0.13","0.14","0.57","2.72","60.53","2.29","50","1.43","2.08","72.41"
"Liao Chengjian","China 1.","Wuhan Three Towns","RCMF, RDMF","32","200000","2026-12-31","22","1255","1","1.19","1","1.16","China PR","right","179","8.96","7.24","56.44","3.44","47.92","0.22","5.2","0.86","0.07","0.09","0","1.15","12.5","6.25","0.93","53.85","0.72","30","4.95","40.58","1.29","0.07","0","31.41","82.19","10.25","70.63","4.16","65.52","0.08","0","0.29","3.66","70.59","1.22","52.94","0.5","5.16","65.28"
"Cao Haiqing","China 1.","Dalian Young Boy","LB, RB","32","100000","2026-12-31","20","1255","0","0.11","0","0.92","China PR","left","175","7.1","6.6","61.96","3.8","45.28","0.22","3.58","1.15","0","0.01","0","0.36","0","0","2.08","34.48","1.22","35.29","3.8","33.96","0.57","0.65","0.29","28.25","78.17","13.05","70.33","3.3","60.87","0.07","0","0.22","2.73","73.68","1.86","38.46","0.29","6.31","63.64"
"R. Beric","China 1.","Changchun Yatai","CF, RWF","34","550000","2025-12-31","14","1236","2","4.28","1","0.3","Slovenia","right","188","4.95","3.42","63.83","4.3","23.73","0.15","3.54","2.48","0.15","0.31","0","2.4","45.45","6.061","1.53","14.29","2.18","50","12.52","30.81","3.71","1.24","0.15","22.06","71.62","3.93","59.26","1.24","35.29","0.02","0.15","0.15","1.97","48.15","1.02","42.86","0.36","2.26","61.29"
"Zhao Yuhao","China 1.","Yunnan Yukun","RCB, DMF","32","75000","2025-12-31","22","1230","0","0.81","0","0.18","China PR","right","181","9.44","6.37","64.37","5.34","47.95","0.73","5.64","0.22","0","0.06","0","0.44","33.33","0","0.07","100","0.07","0","0.8","36.36","0.8","0.07","0","21.07","76.74","9.29","63.78","4.32","54.24","0.01","0","0.07","3.51","66.67","0.51","57.14","0.37","4.24","60.34"
"Han Zilong","China 1.","Yunnan Yukun","LW, LWF","31","125000","2026-12-31","24","1227","3","3.08","1","0.63","China PR","","181","5.43","3.23","65.91","2.13","34.48","0.15","3.71","3.01","0.22","0.23","0","2.35","34.38","9.375","1.98","33.33","2.42","63.64","6.89","40.43","2.93","0.66","0.22","21.34","74.23","4.91","59.7","1.69","39.13","0.05","0.29","0.29","2.71","62.16","2.64","38.89","0.51","3.81","73.08"
"Luís Asué","China 1.","Shanghai Shenhua","CF, RWF","24","0","2027-12-31","14","1194","4","6.16","1","1.75","Equatorial Guinea","left","184","3.92","3.24","53.49","6.33","30.95","0.15","2.99","3.39","0.3","0.46","0.08","3.54","46.81","8.511","0.38","60","2.71","55.56","7.99","32.08","4.22","1.36","0","9.95","72.73","3.02","62.5","0.68","44.44","0.13","0.08","0.3","0.9","75","1.36","66.67","0.98","1.13","73.33"
"Gao Zhunyi","China 1.","Shandong Taishan","RCB, CB, RB","30","400000","2026-12-31","14","1189","0","0.27","2","1.54","China PR","right","186","8.1","5","59.09","2.8","48.65","0.38","6.39","1.21","0","0.02","0","0.3","25","0","1.59","52.38","0.61","50","2.2","37.93","1.06","0.76","0.08","42.77","85.66","15.67","72.46","5.98","55.7","0.12","0","0.38","5.75","73.68","1.74","47.83","0.53","8.02","69.81"
"Guo Jiayu","China 1.","Wuhan Three Towns","GK","21","0","","12","1188","0","0","0","0","China PR","","185","0.98","0.08","0","0.53","71.43","0","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.39","86.32","8.56","82.3","5.38","66.2","0","0","0","0.68","33.33","0","0","0","3.79","72"
"Zhang Huachen","China 1.","Changchun Yatai","DMF, RCMF, LCMF","27","100000","2025-12-31","22","1170","1","0.42","0","0.99","China PR","right","175","8.69","6.54","58.82","2.92","39.47","0.08","6.2","0.77","0.08","0.03","0","0.77","20","10","0.62","12.5","0.77","60","3.31","32.56","0.23","0.23","0","33.08","79.53","13.46","70.86","4.15","64.81","0.08","0.15","0","5.46","70.42","1.62","38.1","0.54","6.54","71.76"
"Yan Dinghao","China 1.","Chengdu Rongcheng","LCMF, RCMF","27","350000","2026-01-24","24","1168","2","1.6","1","1.15","China PR","right","180","7.01","5.93","54.55","2.31","50","0.39","5.15","1.85","0.15","0.12","0","1","46.15","15.385","2.08","48.15","0.54","57.14","4.01","30.77","1.54","0.62","0","51.78","85.42","16.64","78.7","6.7","65.52","0.09","0.15","0.39","9.48","75.61","3.54","60.87","1.23","8.55","81.98"
"Denny Wang Yi","China 1.","Wuhan Three Towns","LB, RB","27","150000","2025-12-31","18","1163","0","0.19","0","0.09","Italy","right","176","13","10.91","60.28","2.09","55.56","0.23","7.42","0.85","0","0.01","0","0.23","0","0","1.24","37.5","0.54","71.43","2.09","48.15","0.46","1.32","0.23","29.56","72.77","13.08","63.91","3.17","39.02","0.01","0","0.15","3.48","62.22","1.16","60","0.15","6.5","57.14"
"Wang Jinxian","China 1.","Wuhan Three Towns","RW, RAMF, LW","29","225000","2026-12-31","24","1155","1","0.64","2","2.2","China PR","right","175","6.23","6.31","67.9","3.27","28.57","0","2.4","3.97","0.08","0.05","0.08","0.47","50","16.667","3.35","44.19","3.74","60.42","11.92","36.6","1.71","2.42","0.39","26.73","69.97","9.04","54.31","2.65","64.71","0.17","0","0.86","3.19","65.85","3.35","58.14","0.78","5.22","71.64"
"Zhao Honglue","China 1.","Qingdao West Coast","LB","35","50000","2025-12-31","21","1144","0","0.26","0","0.23","China PR","left","174","8.26","6.14","53.85","3.15","35","0.31","6.18","2.2","0","0.02","0","0.47","0","0","2.52","46.88","1.73","59.09","3.54","44.44","0.55","1.18","0.31","38.16","80","15.97","69.46","5.82","52.7","0.02","0.08","0.24","5.59","64.79","2.99","50","0.31","9.05","79.13"
"Daniel Penha","China 1.","Dalian Young Boy","CF, LCMF, RW","27","750000","2025-12-31","12","1144","2","2.71","1","1.69","Brazil","left","170","4.01","3.93","62","3.3","35.71","0.08","1.85","2.2","0.16","0.21","0","2.67","29.41","5.882","1.34","11.76","1.97","56","5.98","44.74","1.97","2.05","0.55","30.84","73.21","10.23","63.85","2.6","48.48","0.13","0.31","0.55","4.8","68.85","2.83","47.22","1.42","6.22","72.15"
"Óscar Melendo","China 1.","Shanghai Port","AMF, RCMF","28","2000000","2026-12-31","13","1140","1","1.12","1","1.57","Spain","left","167","4.11","3.39","60.47","1.26","37.5","0.24","2.87","2.53","0.08","0.09","0","1.26","43.75","6.25","1.66","52.38","1.5","68.42","6.39","48.15","1.42","1.89","0.16","36.24","82.79","11.21","70.42","3.08","64.1","0.12","0.24","0.32","4.5","68.42","3.47","63.64","1.66","4.97","85.71"
"A. Zhang","China 1.","Zhejiang Professional","RCB, RB","20","0","","12","1139","0","0.1","1","0.27","China PR","unknown","0","8.77","7.74","67.35","1.9","41.67","0.4","4.24","0.55","0","0.01","0","0.08","0","0","0.16","0","0.63","87.5","2.13","66.67","0.4","0.71","0","37.77","87.45","14.86","77.13","3.16","37.5","0.02","0","0.16","3.87","59.18","0.32","50","0.16","6.16","69.23"
"Shi Ke","China 1.","Shandong Taishan","LCB, RCB","32","275000","2026-12-31","17","1139","0","0.07","0","0.02","China PR","right","184","6.8","3.87","65.31","3.16","52.5","0.47","5.95","0.24","0","0.01","0","0.16","50","0","0","0","0.24","66.67","0.55","57.14","0.08","0.16","0","33.5","84.91","14.62","75.14","7.9","60","0","0","0","5.06","70.31","0.63","62.5","0.32","7.43","70.21"
"Zhang Xiuwei","China 1.","Qingdao West Coast","AMF, LCMF, CF","29","125000","2025-12-31","25","1135","1","0.84","1","0.43","China PR","right","173","8.48","6.03","63.16","1.51","31.58","0.24","4.08","0.71","0.08","0.07","0","0.56","14.29","14.286","0.56","42.86","0.79","50","3.65","47.83","0.71","0.24","0","28.39","82.68","7.3","67.39","1.67","57.14","0.03","0.08","0.08","4.12","73.08","1.11","50","0.32","3.81","66.67"
"Matt Orr","China 1."," Shenzhen Peng City","CF, LW","28","400000","2025-12-31","23","1132","2","1.57","1","0.98","Hong Kong","left","188","2.94","3.02","44.74","7.16","46.67","0.08","2.11","2.07","0.16","0.12","0","0.95","16.67","16.667","1.91","33.33","1.75","68.18","5.64","38.03","2.23","1.11","0.16","16.7","77.62","2.31","48.28","0.24","100","0.08","0.08","0.16","0.87","63.64","1.51","47.37","0.32","1.27","62.5"
"Luo Jing","China 1.","Yunnan Yukun","LW, RW","32","100000","2025-12-31","24","1119","2","1.83","4","1.98","China PR","right","180","2.9","3.22","45","2.33","27.59","0","1.76","2.41","0.16","0.15","0.08","1.29","31.25","12.5","2.33","34.48","2.49","48.39","6.27","41.03","1.45","1.45","0.08","22.52","70","6.6","62.2","2.9","44.44","0.16","0","0.72","3.22","67.5","3.14","48.72","1.37","3.7","84.78"
"Tang Miao","China 1.","Yunnan Yukun","RB","35","75000","2026-12-31","13","1110","1","0.47","2","2.55","China PR","right","177","8.03","7.3","46.67","1.3","50","0.24","5.83","3.41","0.08","0.04","0","0.49","16.67","16.667","4.7","50","1.38","70.59","3","54.05","1.14","1.3","0","31.05","74.67","12.32","67.76","7.14","54.55","0.21","0","0.41","5.35","59.09","4.86","51.67","0.81","8.76","81.48"
