"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"N. Rôdes","Belgium 1.","Dender","DMF, RCMF","27","500000","","14","859","0","0.29","0","0.44","Belgium","right","191","6.81","6.39","67.21","5.13","46.94","0","3.3","0.42","0","0.03","0","0.63","0","0","0.94","11.11","0.42","75","2.31","31.82","1.36","0.21","0","34.05","78.46","11","64.76","2.72","57.69","0.05","0.1","0","3.67","65.71","1.57","60","0.94","5.55","54.72"
"Carlos Forbs","Belgium 1.","Club Brugge","RAMF, RW","21","8000000","2029-06-30","12","857","2","1.13","2","2.05","Portugal","left","169","4.52","4.83","50","0.84","12.5","0.11","3.2","5.99","0.21","0.12","0","1.16","36.36","18.182","4.62","34.09","6.72","59.38","9.87","45.74","5.78","5.15","0.42","39.49","78.99","7.88","74.67","0.74","14.29","0.22","0","1.26","1.79","70.59","4.52","72.09","2.84","5.99","82.46"
"Z. El Ouahdi","Belgium 1.","Genk","RB, LB","23","4500000","2028-06-30","9","854","4","1.39","1","1.23","Belgium","right","172","6.53","4.95","65.96","2.95","35.71","0.32","4.82","2.32","0.42","0.15","0","1.9","44.44","22.222","1.37","38.46","1.9","50","4.53","44.19","2.53","2.32","0.53","36.15","88.34","10.85","81.55","2","52.63","0.13","0.11","0.32","5.48","84.62","2.32","59.09","1.48","5.48","86.54"
"B. Nsimba","Belgium 1.","Dender","CF","25","900000","2026-06-30","13","846","3","3.48","1","0.91","Angola","right","187","3.4","3.72","48.57","5.21","38.78","0","1.6","2.45","0.21","0.37","0","2.34","36.36","13.636","1.28","33.33","2.34","50","7.98","37.33","3.51","1.17","0","15.74","66.89","4.79","46.67","0.53","60","0.1","0","0.32","1.7","43.75","1.6","46.67","0.64","1.49","78.57"
"K. Rodríguez","Belgium 1.","Union Saint-Gilloise","CF","25","0","2027-06-30","13","844","7","4.23","0","0.77","Ecuador","right","190","2.67","3.31","54.84","7.78","47.95","0.11","1.21","3.2","0.75","0.45","0.11","3.09","58.62","24.138","0.43","0","2.67","52","12.8","28.33","6.08","1.92","0.53","20.69","75.77","3.84","69.44","0.21","100","0.08","0","0.32","1.81","64.71","0.96","33.33","0.75","1.39","46.15"
"L. Patris","Belgium 1.","Union Saint-Gilloise","RB, RWB","24","2000000","2028-06-30","14","835","0","0.63","1","1.69","Belgium","right","187","8.62","7.44","65.22","2.26","57.14","0.11","4.84","2.48","0","0.07","0","0.65","33.33","0","3.13","41.38","1.72","50","4.2","53.85","2.05","1.29","0.54","40.96","71.32","17.78","60","5.07","38.3","0.18","0.11","0.65","5.82","51.85","5.07","53.19","1.83","9.59","75.28"
"Y. Okou","Belgium 1.","La Louvière","CB","22","900000","","11","833","0","0.74","0","0.2","France","left","189","8.43","2.16","55","4.21","61.54","0.43","7.93","0","0","0.08","0","0.32","0","0","0.43","0","0.11","0","0.76","28.57","0.54","0.54","0.11","25.82","74.9","11.56","61.68","5.83","50","0.02","0","0","4","56.76","0.43","25","0.11","7.45","53.62"
"M. Konaté","Belgium 1.","Mechelen","CB","31","800000","2026-06-30","10","822","1","0.53","1","0.17","Guinea","right","191","10.29","5.15","70.21","3.61","54.55","0.77","8.81","0.33","0.11","0.06","0","0.44","50","25","0","0","0.11","100","1.86","29.41","0.66","0.11","0","34.93","88.4","8.54","64.1","2.3","33.33","0.02","0","0.11","1.75","37.5","0.33","66.67","0.33","2.74","36"
"A. Ementa","Belgium 1.","Zulte-Waregem","CF","23","1500000","2026-12-31","10","812","1","1.88","2","1.24","Denmark","right","202","3.33","2.44","54.55","15.96","60.42","0.11","2.32","1.66","0.11","0.21","0.11","1.55","57.14","7.143","0.11","100","0.78","57.14","14.19","24.22","3.55","0.78","0.11","20.62","65.59","5.43","48.98","0.89","50","0.14","0.33","0.67","2.66","62.5","1.66","53.33","1","2.77","60"
"L. Łakomy","Belgium 1.","OH Leuven","LCMF, DMF, RCMF","24","3000000","2028-06-30","9","803","2","0.44","1","0.91","Poland","left","183","7.85","6.5","53.45","1.01","44.44","0","5.12","2.24","0.22","0.05","0","1.68","46.67","13.333","1.79","37.5","1.01","66.67","4.6","48.78","0.34","0.56","0.22","33.96","73.93","13.23","56.78","6.72","56.67","0.1","0.22","0.45","7.4","56.06","2.8","44","0.67","7.06","68.25"
"J. Kiilerich","Belgium 1.","Zulte-Waregem","LCB","25","200000","2027-12-31","9","801","0","0.18","0","0.03","Denmark","left","187","7.98","5.62","56","5.39","58.33","0.22","5.58","0.22","0","0.02","0","0.22","0","0","0.34","66.67","0","0","0.9","62.5","0.22","1.01","0","44.16","90.59","15.84","80.14","3.71","69.7","0","0","0.11","5.39","77.08","0.67","83.33","0.45","6.52","63.79"
"K. Goto","Belgium 1.","Sint-Truiden","CF, AMF, RWF","20","0","","12","794","4","4.29","0","0.28","Japan","right","191","4.99","4.08","66.67","6.12","37.04","0.34","2.8","0.68","0.45","0.49","0","2.04","33.33","22.222","0.23","0","0.34","0","4.31","23.68","3.06","0.11","0","14.06","73.39","3.29","55.17","0.57","60","0.03","0.23","0.23","1.59","64.29","1.02","44.44","0.68","1.7","46.67"
"D. Praet","Belgium 1.","Antwerp","DMF, LCMF","31","4000000","2026-06-30","9","793","0","0.24","0","0.75","Belgium","right","181","8.85","4.43","69.23","1.59","57.14","0.34","6.5","1.59","0","0.03","0","0.45","25","0","1.7","53.33","1.13","50","3.52","41.94","0.23","0.91","0","40.4","78.93","13.85","61.48","4.99","45.45","0.08","0.11","0.34","8.06","67.61","2.38","61.9","0.57","8.74","64.94"
"O. Mendy","Belgium 1.","La Louvière","CF, LW","24","100000","","13","791","1","1.21","0","0.6","France","right","180","4.78","3.98","48.57","6.83","31.67","0","2.91","1.82","0.11","0.14","0.11","0.8","28.57","14.286","0.91","25","2.05","66.67","10.01","39.77","1.82","1.02","0","9.44","65.06","2.39","57.14","0.68","50","0.07","0.11","0.11","1.59","50","1.14","40","0.57","2.05","66.67"
"N. Saliba","Belgium 1.","Anderlecht","LDMF, RCMF, RDMF","21","0","2029-06-30","13","789","1","1.35","1","0.58","Canada","right","173","8.78","7.19","65.08","3.54","41.94","0.34","5","2.51","0.11","0.15","0.11","2.17","31.58","5.263","0.91","37.5","2.17","63.16","5.25","43.48","1.71","1.6","0.46","40.61","78.09","15.29","69.4","4.45","61.54","0.07","0.23","0.23","7.3","71.88","1.94","58.82","0.8","8.1","69.01"
"M. Servais","Belgium 1.","Mechelen","LCMF, RCMF, AMF","20","0","2029-06-30","8","786","1","0.84","0","0.54","Belgium","left","178","5.5","4.58","60","1.49","61.54","0.34","3.05","2.29","0.11","0.1","0","1.26","36.36","9.091","1.95","29.41","1.49","69.23","4.81","40.48","1.15","1.6","0.11","32.06","80.36","10.08","69.32","3.32","44.83","0.06","0.23","0","3.55","61.29","2.29","40","0.23","5.27","63.04"
"I. Hautekiet","Belgium 1.","Standard Liège","RCB, CB","23","250000","2027-06-30","11","784","0","0","0","0","Belgium","right","188","10.22","7","70.49","6.08","52.83","0.8","6.05","0","0","0","0","0","0","0","0.23","0","0.11","0","0.8","57.14","0.23","0.34","0","34.67","87.75","11.82","75.73","3.33","58.62","0","0","0","1.84","68.75","0.23","50","0","5.05","50"
"J. Ordóñez","Belgium 1.","Club Brugge","RCB","21","0","2029-06-30","10","775","1","1.12","0","0.12","Ecuador","right","188","5.92","4.3","67.57","3.48","56.67","0.23","4.76","0.35","0.12","0.13","0","0.46","25","25","0.23","100","0.35","0","2.21","26.32","0.35","1.16","0","59.46","94.73","20.79","89.39","2.44","52.38","0.01","0","0.12","6.85","89.83","0.46","75","0.12","8.71","85.33"
"D. Dierckx","Belgium 1.","Standard Liège","RCB","22","400000","2028-06-30","9","768","0","0.49","0","0","Belgium","right","192","10.2","5.39","65.22","5.74","59.18","1.99","7.6","0.23","0","0.06","0","0.35","33.33","0","0.12","0","0.12","100","0.7","50","0.7","0.35","0","38.67","90.3","14.65","79.2","4.22","61.11","0","0","0","4.57","66.67","0.47","50","0.23","6.21","77.36"
"C. Nielsen","Belgium 1.","Standard Liège","RDMF, LDMF, RCMF","31","3500000","2026-06-30","10","762","1","1.11","0","0.91","Denmark","right","182","7.09","5.55","70.21","3.54","53.33","0.47","3.51","1.06","0.12","0.13","0","1.18","40","10","2.13","22.22","0.59","20","4.49","28.95","1.54","0.35","0","26.34","65.47","8.86","45.33","3.54","30","0.11","0.12","0","4.49","47.37","2.36","35","0.59","4.02","64.71"
"R. Florucz","Belgium 1.","Union Saint-Gilloise","CF, AMF, RCMF","24","700000","2029-06-30","12","751","6","4.72","2","1.32","Austria","right","182","3.6","4.19","45.71","2.28","15.79","0","2.28","3.24","0.48","0.57","0","3.48","37.93","20.69","1.2","40","3.12","46.15","8.15","32.35","4.31","1.92","0.24","17.98","68","4.19","62.86","1.08","33.33","0.16","0","0.48","1.2","70","3.24","62.96","1.56","2.76","73.91"
"B. Meijer","Belgium 1.","Club Brugge","LB","22","6000000","2026-06-30","11","744","0","0.85","0","0.46","Netherlands","left","190","7.5","5.32","70.45","3.15","53.85","0.24","5.42","3.02","0","0.1","0","0.73","33.33","0","3.39","25","2.66","72.73","5.32","54.55","2.54","1.57","0.12","44.88","79.25","17.66","74.66","4.48","51.35","0.06","0.12","0.36","5.44","68.89","2.9","62.5","1.33","8.83","75.34"
"K. Van Den Kerkhof","Belgium 1.","Charleroi","RB","29","3000000","2026-06-30","10","743","0","1.06","1","0.98","France","right","190","9.08","7.15","67.8","2.06","41.18","0.48","5.05","3.51","0","0.13","0","1.21","20","0","4.48","27.03","3.76","54.84","6.18","43.14","1.7","2.18","0.73","29.56","67.62","9.93","52.44","4","48.48","0.12","0","0.48","2.91","58.33","3.51","37.93","0.48","5.81","47.92"
"B. Bafdili","Belgium 1.","Mechelen","AMF, RWF","21","0","2027-06-30","12","743","1","1.84","0","1.5","Belgium","right","167","4.6","3.63","56.67","2.3","21.05","0.24","3.13","2.06","0.12","0.22","0","1.21","40","10","1.82","33.33","2.06","35.29","8.24","30.88","1.94","1.57","0.36","27.62","78.07","7.87","70.77","1.7","78.57","0.18","0.36","0.12","3.27","81.48","1.82","40","0.61","5.09","69.05"
"J. Mijatović","Belgium 1.","OH Leuven","CF, AMF","20","0","","12","740","0","0.41","1","0.32","Serbia","left","179","4.01","3.65","46.67","4.14","26.47","0.12","2.86","2.07","0","0.05","0","0.97","37.5","0","1.34","9.09","2.8","52.17","10.22","35.71","1.95","0.73","0","16.78","62.32","6.08","46","2.43","45","0.04","0.12","0.24","3.04","64","2.07","23.53","0.73","2.8","65.22"
"A. Kadri","Belgium 1.","Gent","AMF, LCMF","25","2500000","2026-06-30","9","738","1","0.3","1","0.59","Algeria","right","170","4.63","4.63","60.53","1.83","33.33","0.12","2.13","1.22","0.12","0.04","0","1.1","22.22","11.111","0.85","28.57","1.46","50","7.2","50.85","0.24","2.32","0.24","51.83","88.47","12.44","77.45","3.29","70.37","0.07","0.12","0.24","5","82.93","1.59","30.77","0.49","4.76","69.23"
"W. Paugain","Belgium 1.","Zulte-Waregem","RB","24","0","","10","737","0","0.36","0","0","France","right","180","10.01","6.11","70","2.56","52.38","0.24","6.5","0.61","0","0.04","0","0.37","0","0","1.22","20","1.34","27.27","5.01","53.66","0.73","1.34","0.12","31.99","79.77","12.82","69.52","2.69","54.55","0","0","0.12","4.03","75.76","2.08","41.18","0.61","7.33","63.33"
"A. Bernier","Belgium 1.","Charleroi","RAMF, LAMF","28","700000","","13","732","2","0.73","0","0.68","Belgium","right","170","6.02","6.02","48.98","3.07","24","0.12","3.44","1.97","0.25","0.09","0","0.86","57.14","28.571","2.34","31.58","3.32","22.22","8.85","27.78","2.7","3.07","0.61","23.36","75.79","5.66","63.04","1.48","50","0.08","0.12","0.37","2.58","90.48","2.95","54.17","0.86","3.93","81.25"
"T. Van den Keybus","Belgium 1.","Westerlo","LDMF, AMF, LAMF","24","850000","2026-06-30","12","730","1","1.23","0","0.53","Belgium","right","179","8.38","7.52","67.21","1.97","43.75","0.12","4.71","2.22","0.12","0.15","0","2.59","23.81","4.762","0.99","37.5","1.85","66.67","5.67","47.83","2.59","1.73","0.12","32.55","80.68","9.74","63.29","2.47","45","0.07","0","0.12","3.7","56.67","1.48","75","0.74","4.07","63.64"
"A. Abid","Belgium 1.","Standard Liège","RAMF, RW","22","0","2029-06-30","10","728","1","0.55","1","1.26","Belgium","right","165","5.56","5.32","55.81","1.24","30","0.12","3.14","1.61","0.12","0.07","0","0.87","42.86","14.286","2.1","17.65","2.72","31.82","7.17","43.1","3.34","3.96","1.11","29.18","71.61","7.42","65","0.99","62.5","0.16","0.12","0.62","1.98","68.75","3.09","40","1.36","4.95","57.5"
"D. Eckert Ayensa","Belgium 1.","Standard Liège","AMF, CF, RW","28","2500000","","11","727","1","1.32","0","0.18","Germany","right","183","5.2","4.46","66.67","3.47","42.86","0","2.36","1.36","0.12","0.16","0","1.11","33.33","11.111","0.62","80","0.74","66.67","7.92","31.25","2.23","0.99","0.12","18.45","74.5","4.09","45.45","1.49","58.33","0.02","0","0.25","1.36","45.45","0.74","66.67","0.74","1.11","55.56"
"G. Diouf","Belgium 1.","Mechelen","LCB","22","0","","10","726","0","0.17","0","0.15","Senegal","left","185","10.91","4.96","80","3.84","51.61","0.25","9.02","0.5","0","0.02","0","0.25","0","0","0","0","0.5","100","1.98","62.5","0.5","0.74","0.12","44.63","84.72","19.83","73.75","7.19","58.62","0.02","0","0.12","3.97","59.38","0.25","100","0.25","8.06","60"
"P. Hrošovský","Belgium 1.","Genk","RDMF, AMF","33","3500000","2026-06-30","10","722","1","0.65","0","0.22","Slovakia","right","173","8.1","5.61","77.78","1.25","30","0.12","6.52","1.87","0.12","0.08","0","1.87","33.33","6.667","1.5","41.67","1.25","50","5.48","34.09","1.25","0.75","0","48.12","87.82","15.08","80.99","4.49","58.33","0.03","0.12","0.25","8.85","88.73","2.62","42.86","0.62","8.48","79.41"
"Tiago Araújo","Belgium 1.","Gent","LB, LCB","24","800000","2028-06-30","10","721","0","0.24","1","0.92","Portugal","left","184","6.24","5.12","63.41","2.87","52.17","0","4.24","4.12","0","0.03","0","0.37","0","0","6.24","32","2.62","80.95","4.74","57.89","0.62","1.37","0.87","53.3","76.35","20.6","69.7","7.12","50.88","0.12","0.12","0.62","9.24","66.22","5.99","31.25","0.37","11.98","77.08"
"E. Kakou","Belgium 1.","Cercle Brugge","RCB, RB, LCB","20","0","2027-06-30","9","718","1","0.28","0","0","Côte d'Ivoire","right","0","10.65","7.02","78.57","4.76","57.89","0.25","7.03","0.63","0.13","0.03","0.13","0.63","40","20","0.5","50","0.13","100","1.88","53.33","0.25","0.38","0.13","43.87","86","17.67","77.3","4.89","53.85","0","0","0","5.39","62.79","0.75","33.33","0","8.27","71.21"
"J. Spileers","Belgium 1.","Club Brugge","RCB, RB","20","5000000","2028-06-30","9","718","0","0.02","0","0.32","Belgium","right","188","6.52","5.26","66.67","1.75","57.14","0.25","5.03","0.5","0","0","0","0.25","0","0","0.25","50","0.38","66.67","1.75","42.86","0.13","1.25","0.25","69.44","93.68","25.7","87.8","5.14","68.29","0.04","0.13","0.13","11.03","88.64","0.88","57.14","0.38","10.91","82.76"
"Leonardo Lopes","Belgium 1.","Gent","RCB, DMF","26","4500000","2028-06-30","13","717","0","0.56","0","0.28","Portugal","right","168","7.41","4.27","76.47","4.02","46.88","0.25","6","0.38","0","0.07","0","0.63","0","0","0.63","20","1","25","3.39","29.63","0.88","0.63","0.25","49.83","82.37","19.46","65.16","6.9","41.82","0.04","0","0","10.17","60.49","1.76","35.71","0.63","9.04","77.78"
"H. Van Crombrugge","Belgium 1.","Genk","GK","32","1500000","2027-06-30","7","711","0","0","0","0","Belgium","left","187","0.63","0","0","0.13","100","0","0.99","0","0","0","0","0","0","0","0","0","0","0","0.13","100","0","0","0","28.86","92.54","16.08","88.98","7.34","77.59","0","0","0","2.15","64.71","0.13","0","0","6.33","80"
"I. Karamoko","Belgium 1.","Standard Liège","LCB, RB, LDMF","24","250000","2028-06-30","10","709","0","0.4","0","0.04","France","right","187","8.38","5.08","67.5","5.59","50","0.51","5.61","0.38","0","0.05","0","0.63","40","0","0","0","0.13","100","0.89","57.14","0.89","0.51","0.13","36.05","88.38","10.66","77.38","2.67","47.62","0.01","0","0","2.41","73.68","0.13","0","0.13","5.33","57.14"
"H. Goore","Belgium 1.","Gent","CF","20","0","","13","703","2","1.32","2","1.02","Côte d'Ivoire","","0","2.82","2.69","42.86","4.1","18.75","0.13","2.53","4.74","0.26","0.17","0","3.07","41.67","8.333","0.51","0","4.86","65.79","10.88","41.18","4.35","1.79","0","16.13","69.84","3.97","41.94","0.51","0","0.13","0.38","0.38","2.05","56.25","1.66","61.54","1.41","1.66","76.92"
"O. Diakité","Belgium 1.","Cercle Brugge","CF, AMF","21","0","2028-06-30","8","696","2","3.15","0","0.79","Côte d'Ivoire","right","182","3.23","2.72","38.1","5.56","32.56","0.13","3.29","2.72","0.26","0.41","0.13","2.2","29.41","11.765","1.68","23.08","3.1","54.17","12.16","30.85","6.08","1.16","0","17.2","78.95","3.62","75","0.26","50","0.1","0","0.91","0.91","57.14","1.29","70","1.29","1.29","90"
"T. Lawal","Belgium 1.","Genk","GK","25","2500000","2027-06-30","7","693","0","0","0","0","Austria","right","195","1.43","0","0","0.39","100","0","2.54","0","0","0","0","0","0","0","0","0","0.13","0","0.13","0","0","0","0","28.7","91.86","14.81","86.84","5.45","66.67","0","0","0","1.56","66.67","0","0","0","5.45","76.19"
"M. Maisonneuve","Belgium 1.","La Louvière","CB","26","0","2026-06-30","10","692","0","0.42","0","0.19","France","right","191","7.67","2.99","65.22","4.68","58.33","0.26","6.14","0.13","0","0.05","0","0.78","16.67","0","0","0","0","0","0.65","20","0.91","0.65","0","27.05","80.29","12.49","65.63","4.68","41.67","0.02","0","0","4.29","63.64","0.52","25","0.26","6.24","64.58"
"K. Sabbe","Belgium 1.","Club Brugge","RB","20","4500000","2028-06-30","11","691","0","0.2","0","0.66","Belgium","right","175","9.12","7.68","66.1","1.3","50","0","6.47","2.08","0","0.03","0","0.65","40","0","3.13","16.67","1.95","60","4.82","37.84","2.08","1.3","0.13","54.57","86.87","20.19","83.87","4.95","78.95","0.09","0.13","0.52","9.38","87.5","3.13","37.5","0.91","10.42","82.5"
"M. Skóraś","Belgium 1.","Gent","LB, LWB, LAMF","25","5000000","2027-06-30","10","687","2","0.99","3","1.8","Poland","right","172","8.65","5.76","52.27","1.44","45.45","0","6.54","5.9","0.26","0.13","0","1.7","30.77","15.385","4.45","41.18","5.24","65","10.87","55.42","3.8","4.19","0.26","37.73","80.56","9.83","81.33","3.01","60.87","0.24","0.13","1.44","3.14","83.33","4.98","60.53","2.36","8.65","74.24"
"M. Zekri","Belgium 1.","Mechelen","LWB, LB","17","0","","10","675","0","0.4","0","0.14","Belgium","unknown","0","8.53","8.27","50","1.2","11.11","0.13","5.06","2.13","0","0.05","0","0.4","100","0","2.27","29.41","1.87","50","7.47","23.21","0.67","1.07","0.13","28.13","76.78","9.2","60.87","2.53","42.11","0.02","0.13","0.4","3.33","56","1.73","23.08","0","5.73","58.14"
"K. Cools","Belgium 1.","Dender","CB, LCB","28","500000","","9","674","0","0.29","0","0.4","Belgium","right","192","8.28","4.01","66.67","6.68","58","1.2","6.03","0.53","0","0.04","0","0.8","50","0","0","0","0.13","100","0.27","100","0.93","0","0","36.32","83.46","12.95","61.86","5.07","36.84","0.05","0","0.13","3.34","40","0.53","25","0.13","5.34","60"
"M. Benítez","Belgium 1.","Antwerp","RCMF, DMF","21","0","","12","662","1","0.35","0","0.22","Argentina","right","186","9.11","5.71","73.81","3.67","55.56","0.14","6.46","0.54","0.14","0.05","0","0.95","42.86","14.286","0.54","0","0.27","50","2.58","31.58","0.54","0.82","0","35.08","79.07","9.92","63.01","2.72","30","0.03","0","0.27","5.17","68.42","1.5","18.18","0.27","4.89","55.56"
"L. Vázquez","Belgium 1.","Anderlecht","CF","24","5000000","2028-06-30","10","658","2","3.43","0","0.05","Argentina","right","190","4.24","2.6","63.16","6.98","43.14","0.14","3.38","1.91","0.27","0.47","0.14","2.33","47.06","11.765","0.27","0","1.37","60","7.52","16.36","5.2","0.14","0.27","15.59","80.7","2.19","75","0.14","100","0.01","0","0","0.55","75","0.41","33.33","0.68","0.82","33.33"
"A. Sayyadmanesh","Belgium 1.","Westerlo","RAMF, RB","24","1800000","2026-06-30","10","652","0","1.33","0","1.03","Iran","right","182","6.35","5.66","46.34","5.38","28.21","0.55","4.91","4","0","0.18","0","1.24","33.33","0","3.87","28.57","4.56","54.55","11.18","37.04","2.21","1.52","0.28","24.85","67.78","6.07","56.82","1.79","38.46","0.14","0.14","0.83","2.21","56.25","4.28","41.94","1.1","4.69","70.59"
"L. Lemoine","Belgium 1.","Zulte-Waregem","RCB, LCB","27","250000","2027-06-30","8","651","0","0.04","0","0.26","Belgium","right","184","9.12","5.25","65.79","4.84","62.86","0.83","6.32","0.41","0","0.01","0","0.14","100","0","0.14","100","0.28","50","2.07","46.67","0.41","0","0","40.65","89.12","16.04","78.45","4.01","48.28","0.04","0","0","4.56","72.73","0.83","33.33","0.41","6.08","70.45"
"J. Duverne","Belgium 1.","Gent","RCB","28","3500000","2027-06-30","7","648","0","0.2","1","0.66","France","right","186","10.97","8.06","65.52","4.31","58.06","0.97","7.19","0.69","0","0.03","0","0.14","100","0","1.67","25","0.69","20","1.67","16.67","0.42","0.83","0.14","52.36","83.55","24.44","75","7.78","57.14","0.09","0","0.28","7.78","73.21","2.08","33.33","0","10.14","71.23"
"B. Nyssen","Belgium 1.","Zulte-Waregem","RB","28","400000","2027-06-30","11","647","1","0.45","1","0.88","Belgium","right","186","8.9","9.74","54.29","1.53","18.18","0.28","4.29","2.23","0.14","0.06","0","1.25","22.22","11.111","3.06","45.45","0.97","42.86","3.2","34.78","1.25","1.53","0.42","41.04","79.66","18.08","71.54","5.7","58.54","0.12","0.28","0.56","6.68","70.83","4.03","51.72","0.97","9.88","74.65"
"H. Sahabo","Belgium 1.","Standard Liège","LDMF, LCMF","20","0","2026-06-30","13","639","0","0.07","0","0.14","Belgium","right","183","8.87","5.92","54.76","1.27","33.33","0.42","6.95","0.7","0","0.01","0","0.56","25","0","0.14","0","0.99","57.14","3.94","32.14","0.14","0.56","0","31.97","83.26","12.11","72.09","4.08","55.17","0.02","0.14","0","3.94","67.86","0.7","60","0.42","6.76","62.5"
"K. Mrabti","Belgium 1.","Mechelen","CF, AMF","31","2200000","","11","636","2","0.44","1","0.57","Sweden","right","175","5.24","4.25","63.33","2.83","50","0.28","3.25","1.13","0.28","0.06","0","0.85","33.33","33.333","0.57","75","0.42","100","3.68","26.92","1.7","0.28","0","22.78","84.47","5.38","78.95","0.85","100","0.08","0","0.42","2.97","80.95","0.85","83.33","0.57","3.4","79.17"
"R. Onyedika","Belgium 1.","Club Brugge","LDMF, RCMF, DMF","24","10000000","2027-06-30","10","629","0","0.53","0","0.01","Nigeria","right","184","9.16","7.15","64","0.86","66.67","0.29","6.82","1.29","0","0.08","0","0.72","60","0","0.29","0","1.14","62.5","6.15","37.21","0.86","0.72","0.14","55.23","90.41","15.45","81.48","4.01","60.71","0","0.43","0","8.73","83.61","1.14","37.5","0.57","8.87","74.19"
"P. David","Belgium 1.","Union Saint-Gilloise","CF","24","0","2029-06-30","12","629","5","6.6","0","0.25","Canada","right","196","2.86","2.43","52.94","5.87","51.22","0","2.2","2.72","0.72","0.94","0","4.01","35.71","17.857","1.43","0","2.86","45","7.44","34.62","7.3","2.29","0.14","16.74","57.26","3.43","29.17","1.14","50","0.04","0.14","0","0.86","16.67","1.29","33.33","0.72","1.29","44.44"
"E. Llansana","Belgium 1.","Anderlecht","LCMF, LDMF, DMF","24","700000","2026-06-30","10","628","0","0.55","0","0.66","Spain","right","183","10.75","10.18","63.38","3.01","33.33","0.57","5.28","0.86","0","0.08","0","1.15","37.5","0","0.14","100","0.43","33.33","2.44","58.82","1.72","0.43","0.29","45.86","84.06","13.18","73.91","4.16","62.07","0.1","0.14","0.29","6.45","75.56","2.29","75","2.01","6.88","56.25"
"A. Verstraeten","Belgium 1.","Antwerp","LCB, LCMF, DMF","19","0","","10","614","0","0","0","0.47","Belgium","left","0","8.36","6.16","71.43","2.05","35.71","0.29","4.51","0.29","0","0","0","0","0","0","0.44","33.33","0.59","25","2.49","35.29","0.15","1.03","0","37.96","83.01","15.54","69.81","5.42","35.14","0.07","0.15","0","5.13","54.29","0.73","20","0","5.86","65"
"R. Vermant","Belgium 1.","Club Brugge","CF, AMF, LAMF","21","1800000","2028-06-30","11","606","2","2.06","1","1.3","Germany","right","184","6.53","5.5","54.05","5.79","17.95","0.15","4.29","1.34","0.3","0.31","0","2.08","21.43","14.286","0.45","33.33","1.63","45.45","7.72","30.77","3.71","0.74","0.15","23.17","80.13","3.27","72.73","1.19","50","0.19","0.15","0.3","2.97","80","0.45","33.33","1.19","1.63","63.64"
"Y. Maziz","Belgium 1.","OH Leuven","AMF, LCMF, LWF","27","1500000","","13","605","2","1.56","2","2.25","France","right","175","3.87","3.27","54.55","2.08","21.43","0","2.21","3.42","0.3","0.23","0","2.08","28.57","14.286","2.08","28.57","2.98","65","6.25","47.62","2.08","2.08","0.15","30.05","79.7","8.48","70.18","2.38","37.5","0.33","0.45","0","5.65","68.42","3.42","47.83","0.89","4.61","77.42"
"M. N'Diaye","Belgium 1.","Anderlecht","LB, LCB","23","1800000","2028-06-30","10","603","0","0.53","0","0.12","Senegal","left","181","9.7","6.12","70.73","5.22","57.14","0","6.62","0.9","0","0.08","0","0.75","20","0","0.6","0","0.75","100","4.18","67.86","1.19","0.75","0.45","51.19","84.84","24.48","75.61","5.97","42.5","0.02","0","0.15","8.96","75","1.19","50","0.6","11.04","72.97"
"R. Sykes","Belgium 1.","Union Saint-Gilloise","LCB, RCB","26","2200000","2027-06-30","8","602","1","1.71","0","0.13","England","right","196","7.62","3.74","68","4.63","83.87","0.75","7.17","1.94","0.15","0.26","0.15","1.64","63.64","9.091","0.75","80","0.6","50","2.09","78.57","1.5","0.6","0","43.65","82.19","21.53","70.83","6.43","39.53","0.02","0","0.45","7.03","59.57","1.2","75","0.3","9.12","67.21"
"K. Van De Perre","Belgium 1.","Union Saint-Gilloise","LCMF, RCMF, DMF","21","0","2029-06-30","9","599","0","0.01","1","0.05","Belgium","right","174","10.07","7.36","65.31","3.46","43.48","0.3","6.16","0.6","0","0","0","0.3","0","0","0.15","0","0.6","75","2.85","47.37","0.15","0.3","0","32.75","84.86","10.82","73.61","3.16","52.38","0.01","0.15","0.15","5.41","75","1.5","50","0.45","6.61","77.27"
