"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"Rubén Yáñez","Spain 2.","Sporting Gijón","GK","32","1800000","2028-06-30","20","2014","0","0","0","0","Spain","right","188","1.3","0","0","0.45","80","0","1.56","0","0","0","0","0","0","0","0","0","0","0","0.13","100","0","0","0","14.75","76.97","10.1","67.7","8.27","62.16","0","0","0","2.95","62.12","0.27","16.67","0.09","6.43","75"
"J. Mellot","Spain 2.","Castellón","RB, RCB","31","1200000","2027-06-30","20","2010","0","0.16","1","0.13","France","right","178","7.61","5.33","57.98","1.97","59.09","0.36","6.57","1.12","0","0.01","0","0.36","0","0","1.34","36.67","0.94","66.67","3.13","60","0.58","1.03","0.09","48.45","82.44","23.1","75.19","7.3","50.92","0.01","0","0.04","9.54","75.12","2.19","44.9","0.58","11.33","78.66"
"Guilherme Fernandes","Spain 2.","Real Valladolid","GK","24","150000","2027-06-30","20","1992","0","0","0","0","Portugal","right","191","1.08","0.09","0","0.18","75","0","1.67","0.05","0","0","0","0","0","0","0.05","100","0","0","0.14","33.33","0","0.05","0","17.67","81.33","10.44","70.13","7.5","62.05","0","0","0","2.76","40.98","0.23","0","0","4.65","75.73"
"Alfonso Herrero","Spain 2.","Málaga","GK","31","400000","2028-06-30","20","1985","0","0","0","0","Spain","right","183","1.09","0.14","33.33","0.23","80","0","1.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.53","84.78","12.42","71.9","9.48","63.16","0","0","0","2.77","54.1","0.18","25","0.05","6.66","77.55"
"Victor Aznar","Spain 2.","Cádiz","GK","23","0","2027-06-30","20","1980","0","0","0","0","Brazil","right","189","1.41","0.09","0","0.27","100","0","1.72","0","0","0","0","0","0","0","0","0","0","0","0.09","100","0","0","0","16.59","82.19","9.36","69.9","6.91","63.16","0","0","0","2.23","55.1","0.14","0","0","5.68","70.4"
"Juan Soriano","Spain 2.","Leganés","GK","28","1500000","2027-06-30","20","1978","0","0","0","0","Spain","right","185","1.18","0","0","0.46","100","0","1.69","0","0","0","0","0","0","0","0","0","0","0","0.05","100","0","0","0","20.79","83.37","14.01","76.3","10.6","68.67","0","0","0","2.37","55.77","0.09","0","0","8.6","77.25"
"Jon Mikel","Spain 2.","Eibar","GK","25","600000","2026-06-30","20","1976","0","0","0","0","Spain","right","183","1.5","0.14","33.33","0.27","83.33","0","1.93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.55","87.68","11.8","79.54","8.15","68.72","0","0","0","1.64","50","0.27","0","0.05","5.69","76.8"
"Sergio Barcia","Spain 2.","Las Palmas","RCB, LCB","25","1000000","2027-06-30","20","1970","1","0.86","1","0.19","Spain","right","186","7.58","4.29","67.02","3.65","65","0.87","6.82","0.41","0.05","0.04","0.05","0.27","50","16.667","0.09","50","0.14","100","1.42","67.74","0.59","0.78","0.18","55.1","89.39","20.51","78.4","5.62","53.66","0.01","0.09","0.05","4.52","61.62","0.46","40","0.18","6.67","65.75"
"Miguel Loureiro","Spain 2.","Deportivo La Coruña","RCB, RB","29","1000000","2028-06-30","20","1967","0","2","0","1.06","Spain","right","182","8.6","6.73","63.95","3.61","48.1","0.78","5.65","0.92","0","0.09","0","0.73","37.5","0","0.92","45","0.46","40","2.15","34.04","1.05","1.28","0.32","49.51","84.38","18.44","71.96","6.13","50","0.05","0.05","0.23","4.39","62.5","1.05","39.13","0.23","9.38","60.49"
"Édgar Badía","Spain 2.","Cultural Leonesa","GK","33","1400000","2026-06-30","20","1960","0","0","0","0","Spain","right","181","1.65","0.14","66.67","0.46","70","0","2.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.73","88.48","9.28","77.72","6.34","68.12","0","0","0","1.19","42.31","0.09","0","0","3.81","72.29"
"David Torres","Spain 2.","Real Valladolid","LCB","22","0","2026-06-30","20","1944","0","0.56","0","0","Spain","left","182","6.94","6.16","60.9","3.84","55.42","0.69","4.72","0.05","0","0.03","0","0.14","0","0","0","0","0.05","100","0.74","50","0.46","0.6","0.09","40.88","86.86","19.12","78.93","4.81","60.58","0","0","0","4.68","72.28","0.14","0","0.05","8.7","73.94"
"Pablo Tomeo","Spain 2.","Real Valladolid","RCB","25","0","2027-06-30","20","1932","1","1.79","1","0.54","Spain","right","186","7.41","5.64","69.42","3.12","58.21","0.47","5.17","0.89","0.05","0.08","0.05","0.75","43.75","6.25","0.47","30","0.56","75","1.26","70.37","0.93","0.89","0.05","44.02","82.33","21.52","71.43","8.66","56.99","0.03","0","0.05","6.71","65.97","0.79","29.41","0.19","11.79","69.17"
"Andrés Fernández","Spain 2.","Almería","GK","39","400000","2027-06-30","19","1913","0","0","0","0","Spain","right","187","2.21","0.09","100","0.19","50","0","3.07","0","0","0","0","0","0","0","0","0","0","0","0.09","100","0","0","0","22.96","87.5","11.76","78","8.28","71.59","0","0","0","1.13","66.67","0.09","0","0","7.25","72.08"
"Carlos Hernández","Spain 2.","Ceuta","RCB","35","100000","2026-06-30","19","1909","1","2.12","0","0","Spain","right","185","9.43","5.37","70.18","7.02","60.4","1.04","8.26","0.38","0.05","0.1","0.05","0.85","44.44","5.556","0","0","0.28","0","2.12","28.89","1.13","0.24","0","29.98","86.16","11.69","72.98","3.11","53.03","0","0","0","2.55","62.96","0.33","28.57","0.14","4.76","55.45"
"Yeremay Hernández","Spain 2.","Deportivo La Coruña","CF, LAMF, LW","23","0","2030-06-30","20","1886","7","7.33","5","3.18","Spain","right","169","3.58","3.24","52.94","0.57","0","0","2.27","4.96","0.14","0.35","0","2.34","42.86","14.286","2.15","37.78","5.73","51.67","12.6","43.18","3.01","4.39","0.72","29.11","80.33","6.63","69.06","1.72","50","0.15","0.29","0.67","2.82","71.19","3.15","46.97","1.19","3.82","81.25"
"Iker Recio","Spain 2.","Cádiz","LCB","24","50000","2028-06-30","19","1886","0","0.11","0","0.13","Spain","left","184","9.11","5.39","69.91","2.86","63.33","1.05","6.51","0.19","0","0.01","0","0.1","0","0","0.14","66.67","0.19","50","0.76","62.5","0.19","0.29","0","37.36","83.91","17.61","72.36","6.2","48.46","0.01","0.05","0","5.97","60.8","0.62","23.08","0.05","7.83","73.78"
"Grego Sierra","Spain 2.","Burgos","LCB","32","700000","2026-06-30","19","1881","2","1.05","1","0.26","Spain","left","186","7.75","5.26","70","3.44","61.11","0.72","5.21","0.38","0.1","0.05","0","0.29","33.33","33.333","0.14","66.67","0.24","80","0.91","42.11","0.29","1.15","0","40.91","88.07","15.89","75.9","6.51","56.62","0.01","0","0.14","4.74","63.64","0.48","40","0.1","6.89","74.31"
"Ander Cantero","Spain 2.","Burgos","GK","30","1000000","2027-06-30","19","1881","0","0","0","0","Spain","left","189","0.91","0","0","0.33","85.71","0","1.24","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0","0","0","12.78","85.77","5.84","72.95","4.69","66.33","0","0","0","0.67","78.57","0","0","0","4.21","65.91"
"Germán Parreño","Spain 2.","Deportivo La Coruña","GK","32","300000","2026-06-30","19","1870","0","0","0","0","Spain","right","191","0.67","0.05","0","0.39","100","0","0.88","0","0","0","0","0","0","0","0","0","0","0","0.05","100","0","0","0","33.3","85.69","14.34","68.12","9.48","53.3","0","0","0","2.17","40","0.05","0","0","6.64","64.49"
"Sergio Molina","Spain 2.","FC Andorra","DMF, LDMF, LCB","29","700000","2028-06-30","20","1864","0","0.52","2","1.32","Spain","right","178","9.08","6.23","64.34","1.98","46.34","0.43","8.17","0.63","0","0.03","0","0.63","38.46","0","0.29","50","0.34","57.14","1.3","51.85","0.24","1.35","0.14","50.89","90.23","15.02","84.57","3.19","66.67","0.06","0.05","0.19","6.13","80.31","0.82","52.94","0.29","7.15","78.38"
"Dani Jiménez","Spain 2.","Huesca","GK","35","300000","2027-06-30","19","1862","0","0","0","0","Spain","right","179","0.82","0","0","0.24","100","0","1.03","0","0","0","0","0","0","0","0","0","0","0","0.05","100","0","0","0","19.04","84.77","12.95","77.61","10.34","72.9","0","0","0","2.08","46.51","0","0","0","8.36","84.97"
"Álex Calatrava","Spain 2.","Castellón","AMF, CF, RCMF","25","0","2029-06-30","20","1848","5","5.18","4","4.8","Spain","left","175","5.26","5.65","52.59","1.07","36.36","0","3.67","3.17","0.15","0.25","0","2.44","26","10","2.24","19.57","4.48","46.74","11.83","40.74","3.46","3.65","0.29","31.12","73.08","10.86","68.16","2.63","62.96","0.23","0.15","0.58","4.58","74.47","3.31","45.59","1.36","4.97","82.35"
"Miguel Atienza","Spain 2.","Burgos","LCMF, RCMF, LDMF","26","1000000","2026-06-30","19","1848","1","1.65","0","0.03","Spain","right","186","10.76","5.65","63.79","5.5","55.75","0.58","8.77","0.15","0.05","0.08","0","0.39","25","12.5","0","0","0.29","16.67","1.9","48.72","0.54","0.39","0","36.09","85.29","12.37","72.05","3.9","65","0","0","0","4.97","74.51","0.34","42.86","0.1","5.45","66.96"
"David Larrubia","Spain 2.","Málaga","RW, RAMF","23","400000","2028-06-30","20","1846","3","2.91","2","2.44","Spain","left","172","8.43","7.41","62.5","0.88","16.67","0.05","4.85","5.22","0.1","0.14","0","1.85","44.74","5.263","2.29","42.55","6.63","50","13.6","43.37","2.58","3.85","1.02","27.69","77.82","7.61","64.1","1.9","66.67","0.12","0.15","0.44","3.17","75.38","3.07","53.97","1.37","5.12","77.14"
"Diego Sánchez","Spain 2.","Sporting Gijón","LB","22","600000","2027-06-30","20","1836","0","0.74","2","2.17","Spain","left","179","7.11","6.42","55.73","3.43","57.14","0.15","4.26","1.32","0","0.04","0","0.29","33.33","0","2.21","37.78","0.69","57.14","2.01","48.78","1.13","1.13","0.05","35.25","76.91","14.75","66.11","4.51","42.39","0.11","0","0.34","4.8","70.41","2.16","47.73","0.44","8.63","65.34"
"D. Horkaš","Spain 2.","Las Palmas","GK","26","1200000","2028-06-30","19","1832","0","0","0","0","Croatia","right","189","1.62","0.05","100","0.25","100","0","2.35","0","0","0","0","0","0","0","0","0","0","0","0.05","100","0","0","0","31.34","82.92","17","71.1","11.1","54.42","0","0","0","2.01","21.95","0.29","16.67","0.05","6.93","56.03"
"T. Ojeda","Spain 2.","Cultural Leonesa","RCMF, RDMF","22","0","2026-06-30","19","1817","1","1.46","2","0.92","Argentina","right","187","8.57","6.93","57.14","3.96","58.75","0.45","5.86","1.24","0.05","0.07","0","1.04","19.05","4.762","0.5","20","1.59","59.38","8.62","41.38","0.94","1.54","0.15","39.77","83.06","13.08","72.35","2.58","46.15","0.05","0.2","0.2","5.7","72.17","1.54","38.71","0.69","6.69","65.19"
"Andrés Martín","Spain 2.","Racing Santander","RAMF, RW","26","0","2028-06-30","19","1804","10","9.15","4","5.54","Spain","left","178","4.89","3.84","54.55","0.55","36.36","0.05","4.16","3.24","0.35","0.46","0","2.64","37.74","18.868","2.1","35.71","2.94","45.76","8.43","40.24","4.24","2.25","0.5","28.29","70.9","7.58","55.26","1.35","25.93","0.28","0.4","0.8","3.29","59.09","3.54","52.11","1.55","4.89","75.51"
"Mario Soriano","Spain 2.","Deportivo La Coruña","AMF, LCMF","23","0","2028-06-30","20","1797","3","2","3","2.16","Spain","right","163","4.91","3.96","64.56","0.4","37.5","0.2","2.78","1.4","0.15","0.1","0","1.3","30.77","11.538","0.5","30","1.1","59.09","4.76","40","1.25","1.5","0.25","43.17","89.91","12.52","83.2","1.75","62.86","0.11","0.35","0.35","7.06","79.43","1.45","65.52","0.9","6.06","84.3"
"Iker Kortajarena","Spain 2.","Huesca","AMF, CF, RCMF","25","500000","2026-06-30","19","1793","1","3.83","3","1.97","Spain","left","179","3.46","2.61","61.54","6.27","44","0.05","2.32","1.25","0","0.19","0","1.2","16.67","4.167","1.1","22.73","1.31","53.85","6.17","39.84","2.61","1.41","0.25","32.83","79.51","10.29","71.22","1.56","51.61","0.1","0.15","0.4","4.92","66.33","1.91","47.37","1.05","4.32","69.77"
"César Gelabert","Spain 2.","Sporting Gijón","AMF, RAMF","25","0","2028-06-30","20","1784","7","4.35","2","2","Spain","right","182","3.83","3.78","66.67","2.72","42.59","0.15","1.59","2.88","0.3","0.22","0.05","1.36","59.26","25.926","1.77","48.57","1.66","63.64","6.66","39.39","1.56","1.97","0.4","35.16","82.78","9.94","72.59","1.61","50","0.1","0.35","0.5","4.59","71.43","3.08","63.93","1.16","4.99","81.82"
"L. Amatucci","Spain 2.","Las Palmas","LCMF","21","0","2028-06-30","19","1779","0","0.76","2","0.29","Italy","right","172","11.53","8.95","63.84","1.72","52.94","0.61","7.82","1.01","0","0.04","0","0.66","23.08","0","0.35","28.57","1.11","59.09","6.27","54.84","0.81","0.86","0.05","46.44","87.58","12.5","74.09","2.53","46","0.01","0.1","0.15","4.3","74.12","1.32","42.31","0.51","4.4","59.77"
"Isma Ruiz","Spain 2.","Córdoba","DMF, LDMF","24","300000","2028-06-30","18","1777","0","0.98","1","0.24","Spain","right","180","7.34","6.23","71.54","2.33","54.35","0.15","4.94","0.76","0","0.05","0","0.76","20","0","0.15","0","0.91","66.67","3.8","54.67","0.35","0.91","0.05","33.63","86.45","10.69","75.36","1.98","66.67","0.01","0.05","0.05","5.37","78.3","0.71","42.86","0.3","4.36","72.09"
"A. Diawara","Spain 2.","Leganés","LCMF, RCMF, DMF","28","1500000","2027-06-30","19","1767","2","1.22","0","0.27","Guinea","right","183","6.72","5.04","64.65","0.66","30.77","0.2","4.87","0.76","0.1","0.06","0","0.46","44.44","22.222","0.1","50","0.61","75","2.65","53.85","0.56","0.36","0","43.34","88.25","12.22","75","4.84","57.89","0.01","0.15","0.05","5.76","68.14","1.12","27.27","0.46","5.7","75.89"
"José Matos","Spain 2.","Ceuta","LB","30","1200000","2027-06-30","18","1758","4","2.17","0","0.5","Spain","left","168","7.94","6.4","58.4","2.46","37.5","0.46","5.56","1.23","0.2","0.11","0.05","0.82","37.5","25","2.1","17.07","1.38","40.74","4.4","39.53","1.64","0.87","0.1","26.47","72.92","11.16","70.64","2.25","36.36","0.03","0.05","0.1","3.28","68.75","1.84","22.22","0.31","4.76","52.69"
"Luis Chacón","Spain 2.","Cultural Leonesa","AMF, CF, LW","25","350000","2028-06-30","19","1755","3","2.89","1","2.2","Spain","right","174","5.13","3.03","64.41","1.44","21.43","0.1","4.12","1.74","0.15","0.15","0.05","2.31","35.56","6.667","1.54","20","0.87","64.71","2.51","42.86","2.46","2","0.72","33.49","85.91","7.44","78.62","1.59","38.71","0.11","0.15","0.41","2.97","77.59","1.64","43.75","0.46","3.38","62.12"
"F. Miguel","Spain 2.","Burgos","LB","29","1000000","2026-06-30","18","1751","1","0.8","3","1.05","France","left","179","7.86","6.32","52.85","2.42","40.43","0.21","5.97","1.49","0.05","0.04","0","0.41","50","12.5","2.72","32.08","0.67","61.54","2.67","59.62","1.03","0.41","0.05","31.82","73.99","13.67","67.29","4.68","47.25","0.05","0.05","0.36","5.45","61.32","3.34","38.46","0.46","8.02","73.08"
"Manu Lama","Spain 2.","Granada","RCB, LCB, CB","24","250000","2027-06-30","18","1747","1","1.16","1","0.55","Spain","right","192","7.88","5.25","64.71","3.19","54.84","0.67","6.36","0.31","0.05","0.06","0.05","0.52","20","10","0.05","0","0.31","66.67","2.16","54.76","0.77","0.77","0","38.64","82.93","19.27","70.86","6.49","40.48","0.03","0","0.05","6.29","56.56","0.41","0","0.05","8.71","73.37"
"Jokin Ezkieta","Spain 2.","Racing Santander","GK","29","1600000","2027-06-30","17","1744","0","0","0","0","Spain","right","193","1.65","0.05","0","0.26","100","0","2.53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.83","85.45","8.15","78.48","4.59","61.8","0","0","0","0.88","52.94","0.05","0","0","3.82","70.27"
"Enrique Clemente","Spain 2.","Las Palmas","LB","26","400000","2026-06-30","18","1729","4","0.7","1","0.91","Spain","left","182","9.53","6.19","68.07","1.77","50","0.16","7.22","0.94","0.21","0.04","0","0.68","38.46","30.769","1.15","36.36","0.68","38.46","2.55","42.86","0.62","1.41","0.31","44.25","83.65","20.87","74.81","5.05","47.42","0.05","0","0.31","6.82","70.99","1.77","47.06","0.36","8.64","75.9"
"Pablo Vázquez","Spain 2.","Sporting Gijón","RCB, LCB","31","500000","2027-06-30","18","1722","1","1.21","0","0.52","Spain","right","187","7.16","4.49","73.26","6.32","61.16","0.47","4.28","0.42","0.05","0.06","0.05","0.37","57.14","14.286","0.1","100","0.26","40","0.84","43.75","0.63","0.37","0.05","36.06","85.65","15.78","72.85","5.12","44.9","0.03","0","0.16","4.02","58.44","0.63","33.33","0.21","6.27","63.33"
"Mario Climent","Spain 2.","Cádiz","LB","23","100000","2028-06-30","18","1720","0","0.06","0","0.85","Spain","left","179","8.16","6.65","59.06","1.99","28.95","0.16","5.05","1.47","0","0","0","0.05","0","0","3.03","31.03","1.15","45.45","2.62","40","1.31","1.67","0.37","32.34","77.51","11.98","73.36","3.14","43.33","0.04","0","0.37","3.87","67.57","2.3","43.18","0.21","6.33","65.29"
"José Corpas","Spain 2.","Eibar","RAMF, RW, RB","34","2000000","2026-06-30","19","1718","3","4.59","2","2.43","Spain","right","178","5.24","4.24","54.32","2.31","50","0.05","3.7","4.56","0.1","0.24","0","1.83","34.29","8.571","4.3","32.93","4.03","61.04","8.59","51.22","2.41","2.1","0.16","32.22","70.57","9.17","57.71","2.15","31.71","0.13","0.21","0.63","3.35","60.94","3.46","48.48","0.73","5.45","75"
"Guille Vallejo","Spain 2.","Ceuta","GK","30","400000","2026-06-30","17","1705","0","0","0","0","Spain","right","182","1.58","0.16","100","0.42","100","0","2.06","0","0","0","0","0","0","0","0","0","0","0","0.32","83.33","0","0","0","21.33","82.67","12.14","71.3","8.08","58.17","0","0","0","1.9","36.11","0.11","0","0","6.28","70.59"
"Gael Alonso","Spain 2.","FC Andorra","RCB","23","150000","2028-06-30","18","1699","2","0.57","0","0","Spain","right","182","11.49","6.46","72.13","5.14","60.82","1.11","10.23","0.53","0.11","0.03","0.11","0.32","33.33","33.333","0.05","0","0.64","66.67","1.85","57.14","0.26","1.7","0.05","66.8","86.2","26.65","73.36","9.11","50.58","0","0.05","0","8.69","70.12","0.64","16.67","0.11","13.67","67.05"
"Guille Rosas","Spain 2.","Sporting Gijón","RB","25","1200000","2028-06-30","19","1697","1","0.84","1","1.3","Spain","right","174","9.44","7.96","66","1.01","52.63","0.21","4.81","1.91","0.05","0.04","0","0.53","60","10","2.12","37.5","1.38","57.69","2.65","44","1.22","1.06","0.11","37.07","79.83","14.05","69.81","5.25","50.51","0.07","0","0.42","4.35","67.07","2.65","48","0.69","8.43","68.55"
"Sergio Arribas","Spain 2.","Almería","AMF, CF","24","0","2029-06-30","19","1695","9","8.13","6","3.62","Spain","left","174","3.82","3.24","60.66","1.12","28.57","0.05","2.81","3.24","0.21","0.43","0.05","2.55","45.83","18.75","1.54","24.14","3.13","47.46","7.17","39.26","2.87","1.7","0.27","41.58","83.52","11.89","77.23","1.65","58.06","0.19","0.42","0.96","5.95","81.25","3.56","59.7","2.02","5.15","83.51"
"S. Jurić","Spain 2.","Real Valladolid","LCMF, LDMF, DMF","29","2200000","2027-06-30","17","1687","0","0.98","0","0.39","Croatia","right","188","12.06","8.86","62.65","6.08","64.04","0.21","8.69","0.64","0","0.05","0","0.59","18.18","0","0.53","50","0.53","50","3.36","30.16","0.91","0.64","0.11","45.61","81.75","18.03","73.37","5.49","56.31","0.02","0.05","0.16","7.52","62.41","1.33","56","0.59","8","65.33"
"Marco Moreno","Spain 2.","Eibar","RCB, LCB","24","400000","2027-06-30","19","1687","0","0.42","0","0","Spain","right","191","8","4.37","63.41","4.43","53.01","0.21","6.71","0.27","0","0.02","0","0.21","25","0","0.05","100","0.21","75","0.91","35.29","0.27","0.32","0","49.29","89.39","19.37","80.99","5.55","52.88","0","0","0","4.48","61.9","0.27","0","0","6.51","68.85"
"Jacobo González","Spain 2.","Córdoba","LWF, AMF, CF","28","900000","2026-06-30","18","1686","4","5.58","0","1.75","Spain","right","179","5.44","6.19","47.41","5.28","42.42","0.11","3.71","3.84","0.11","0.3","0","3.26","34.43","6.557","2.3","27.91","3.1","58.62","10.46","36.22","2.3","1.6","0.43","26.58","67.67","7.79","56.85","2.67","58","0.09","0.37","0.59","3.9","71.23","2.4","46.67","0.75","4.7","71.59"
"Juan Gutiérrez","Spain 2.","Mirandés","RCB, LCB","25","200000","2026-06-30","17","1680","0","0.03","0","0.56","Spain","right","188","6.59","3.96","55.41","2.89","64.81","0.59","5.44","0.7","0","0","0","0.21","25","0","1.34","36","0.21","75","0.75","50","0.32","0.38","0","36.7","82.34","17.09","74.29","6.11","54.39","0.03","0","0.05","5.73","62.62","1.55","27.59","0.16","7.77","69.66"
"M. Diakité","Spain 2.","Cádiz","RCMF, RDMF, LDMF","22","0","","19","1676","2","0.47","0","0.29","Mali","right","189","8.05","5.37","66","1.99","64.86","0.43","5.14","0.48","0.11","0.03","0","0.59","27.27","18.182","0.11","50","0.54","40","3.44","40.63","0.11","0.81","0.11","33.08","87.99","8.54","72.33","1.88","48.57","0.02","0.05","0.11","3.6","77.61","0.48","33.33","0.11","4.24","69.62"
"Iván Alejo","Spain 2.","Real Valladolid","RB","30","1500000","2027-06-30","19","1673","0","0.16","0","3.75","Spain","right","186","10.54","9.63","57.54","1.78","54.55","0.27","7.08","6.13","0","0.01","0","0.43","12.5","0","7.05","35.88","4.73","75","9.15","61.18","1.02","3.44","0.11","37.66","71.14","13.5","71.71","4.03","41.33","0.2","0","0.97","4.73","76.14","5.86","49.54","0.48","9.47","77.27"
"Aitor Fraga","Spain 2.","Real Sociedad B","GK","22","0","2029-06-30","17","1667","0","0.05","0","0","Spain","right","194","1.94","0.11","50","0.22","100","0","2.32","0.05","0","0","0","0.05","0","0","0","0","0.05","100","0.05","100","0","0","0","23.11","83.88","11.61","72.56","8.8","61.96","0","0","0","1.73","53.13","0.05","100","0.05","6.26","64.66"
"S. Faye","Spain 2.","Granada","LWF, LAMF, LW","22","0","2029-06-30","18","1658","2","3.15","6","2.44","Senegal","right","179","5.16","4.29","62.03","3.53","38.46","0.05","3.66","4.23","0.11","0.17","0.05","1.63","40","6.667","2.5","34.78","5.05","53.76","12.05","40.09","3.53","3.91","0.54","22.8","75.95","5.37","61.62","0.98","27.78","0.13","0","0.49","1.79","63.64","2.17","47.5","0.81","3.15","72.41"
"Peru Rodríguez","Spain 2.","Real Sociedad B","LCB, RCB","23","0","2026-06-30","18","1649","2","1.96","0","0","Spain","right","180","9.55","5.62","68.93","4.48","47.56","1.15","6.83","0.27","0.05","0.11","0","0.33","50","33.333","0.16","33.33","0.16","33.33","0.93","35.29","0.55","0.6","0","53.6","85.54","21.12","72.87","11.9","64.22","0","0","0","6.39","71.79","0.27","20","0.11","11.68","69.63"
"Àlex Corredera","Spain 2.","Sporting Gijón","LDMF, RDMF, AMF","29","1000000","2028-06-30","18","1647","0","0.55","0","2.03","Spain","left","178","8.36","6.61","63.64","1.58","17.24","0.27","4.6","0.77","0","0.03","0","0.6","18.18","0","0.98","33.33","0.71","38.46","4.54","37.35","0.38","0.71","0","39.84","86.15","13.06","75.31","3.28","65","0.11","0.05","0.22","5.63","74.76","1.64","56.67","0.44","6.23","76.32"
"Francho Serrano","Spain 2.","Real Zaragoza","RB, RAMF, RCMF","24","0","2030-06-30","18","1644","1","0.98","2","2.13","Spain","right","180","6.02","5.53","58.42","1.2","31.82","0.05","3.27","2.14","0.05","0.05","0","0.71","53.85","7.692","2.96","29.63","1.53","50","4.32","44.3","1.42","1.37","0.33","36.62","78.77","12.76","66.95","3.72","52.94","0.12","0.27","0.44","5.69","65.38","2.68","46.94","0.55","5.91","78.7"
"Roger Hinojo","Spain 2.","Cultural Leonesa","LB","20","0","2030-06-30","18","1642","1","0.56","0","0.16","Spain","left","0","7.29","6.36","61.21","1.86","41.18","0.22","4.07","1.15","0.05","0.03","0","0.38","42.86","14.286","1.32","45.83","0.77","50","3.4","45.16","0.44","2.08","0.27","44.95","85.73","19.4","79.1","4.71","52.33","0.01","0","0.05","5.97","75.23","1.75","53.13","0.22","9.48","69.36"
"L. Perrin","Spain 2.","Sporting Gijón","LCB","27","3000000","2027-06-30","17","1634","1","1.82","0","0.05","France","right","188","8.65","4.46","70.37","4.13","68","0.77","6.03","0.22","0.06","0.1","0.06","0.39","57.14","14.286","0.11","0","0.11","0","0.94","58.82","0.72","0.55","0","36.19","87.98","13.49","77.55","4.46","46.91","0","0","0.06","3.47","57.14","0.39","14.29","0.06","5.01","65.93"
"Manu Fuster","Spain 2.","Las Palmas","RW, LW, CF","28","2400000","2028-06-30","20","1630","2","1.77","7","3","Spain","right","169","5.52","4.47","67.9","1.16","14.29","0.17","3.47","2.6","0.11","0.1","0.06","1.21","40.91","9.091","1.49","33.33","2.04","67.57","9.11","47.27","1.82","1.77","0.28","33.85","80.59","8.67","62.42","2.26","58.54","0.17","0.39","0.83","4.36","62.03","1.82","42.42","0.72","3.87","71.43"
"Iván Morante","Spain 2.","Burgos","RCMF, LCMF, RDMF","24","700000","2026-06-30","18","1630","1","1.14","2","1.39","Spain","left","183","7.79","6.46","55.56","1.6","48.28","0.39","4.87","0.83","0.06","0.06","0.06","1.21","27.27","4.545","0.55","60","0.55","30","2.6","36.17","0.44","0.39","0.06","41.19","88.87","14.25","80.23","4.47","67.9","0.08","0.11","0.33","5.58","79.21","1.33","54.17","0.55","6.9","78.4"
"Jorge Pulido","Spain 2.","Huesca","LCB, RCB, CB","34","800000","2026-06-30","17","1614","1","1.23","1","0.31","Spain","right","186","8.98","5.35","70.83","4.85","63.22","0.39","6.03","0.39","0.06","0.07","0.06","0.39","28.57","14.286","0.06","100","0.17","100","0.78","71.43","1.17","0.39","0.06","32.62","84.79","14.22","76.08","4.01","58.33","0.02","0.06","0.11","3.35","61.67","0.39","42.86","0.22","5.41","67.01"
"Raúl Guti","Spain 2.","Real Zaragoza","LCMF, RDMF, AMF","29","1500000","2026-06-30","18","1607","0","1.16","0","0.79","Spain","right","177","7.5","5.66","68.32","1.62","48.28","0.34","4.93","1.23","0","0.07","0","0.78","7.14","0","1.06","42.11","1.01","61.11","5.66","51.49","0.73","0.39","0.06","38.31","85.53","11.48","71.71","3.75","49.25","0.04","0.11","0.17","6.61","68.64","1.57","39.29","0.34","5.38","84.38"
"O. Oppong","Spain 2.","Granada","RCB, RB","20","0","2027-06-30","18","1604","1","0.87","0","0.16","Ghana","","0","7.01","5.16","66.3","2.02","38.89","0.22","5.15","1.12","0.06","0.05","0","0.79","21.43","7.143","0.95","47.06","1.12","45","3.59","40.63","0.45","1.8","0.11","31.2","82.19","11.22","67","4.49","43.75","0.01","0","0.06","4.04","65.28","0.84","40","0.06","5.11","67.03"
